id,lgaId,name,code,wardNumber,createdAt
8957914a-83e7-4eb5-8c5a-c497181e73f6,5e4f4a8c-2dd6-4d67-8567-c4e94dfe4052,Bogomari,BOR-BAM-W005,5,"""2025-11-12T19:27:16.499Z"""
887d6ad0-720a-4b48-9e2b-6236dcc7692b,5e4f4a8c-2dd6-4d67-8567-c4e94dfe4052,Darajamal,BOR-BAM-W006,6,"""2025-11-12T19:27:16.590Z"""
f730a7ed-1add-425f-b215-5a5fd88b31da,5e4f4a8c-2dd6-4d67-8567-c4e94dfe4052,Goniri,BOR-BAM-W007,7,"""2025-11-12T19:27:16.680Z"""
facf3754-4eca-49e9-90f3-459b860e3f54,5e4f4a8c-2dd6-4d67-8567-c4e94dfe4052,Gulumba,BOR-BAM-W008,8,"""2025-11-12T19:27:16.771Z"""
b4dcfa5c-8863-4f56-98a9-3c0e10d93e75,5e4f4a8c-2dd6-4d67-8567-c4e94dfe4052,Kasugula,BOR-BAM-W009,9,"""2025-11-12T19:27:16.862Z"""
6a18f711-d701-451d-a780-f6efefc10388,5e4f4a8c-2dd6-4d67-8567-c4e94dfe4052,Kumshe,BOR-BAM-W010,10,"""2025-11-12T19:27:16.952Z"""
1a87734c-107e-4cc3-a550-69ca930a91e9,5e4f4a8c-2dd6-4d67-8567-c4e94dfe4052,Shehuri,BOR-BAM-W011,11,"""2025-11-12T19:27:17.042Z"""
726c734a-ab01-4881-89f0-bd6b22ece075,5e4f4a8c-2dd6-4d67-8567-c4e94dfe4052,Soye,BOR-BAM-W012,12,"""2025-11-12T19:27:17.133Z"""
de91995a-f725-4276-90f0-74de08f6504a,5e4f4a8c-2dd6-4d67-8567-c4e94dfe4052,Yabiri,BOR-BAM-W013,13,"""2025-11-12T19:27:17.223Z"""
a99c5a85-d25a-462e-a906-a5a2b69114a9,5e4f4a8c-2dd6-4d67-8567-c4e94dfe4052,Zageri,BOR-BAM-W014,14,"""2025-11-12T19:27:17.316Z"""
d6e4e42e-6288-416a-876a-b06630d0550c,8217d18f-ea7e-4e9c-8b97-67c144595f5a,Adarawo,ADA-LGA02-W001,1,"""2025-11-12T19:27:17.456Z"""
59231884-5d46-4ab0-ae43-d1185194633f,8217d18f-ea7e-4e9c-8b97-67c144595f5a,Bako,ADA-LGA02-W002,2,"""2025-11-12T19:27:17.548Z"""
f9716306-a0f3-4d02-9301-2a3fcc26450b,8217d18f-ea7e-4e9c-8b97-67c144595f5a,Bole Yolde Pate,ADA-LGA02-W003,3,"""2025-11-12T19:27:17.640Z"""
5e27d272-7b4d-4a4c-92bb-f00ba60ed11d,8217d18f-ea7e-4e9c-8b97-67c144595f5a,Makama A,ADA-LGA02-W004,4,"""2025-11-12T19:27:17.735Z"""
aef03090-fd73-4a40-922a-0ff5c59567e5,8217d18f-ea7e-4e9c-8b97-67c144595f5a,Makama B,ADA-LGA02-W005,5,"""2025-11-12T19:27:17.825Z"""
190b7b35-0c5f-4184-8304-b24ca133e352,8217d18f-ea7e-4e9c-8b97-67c144595f5a,Mbamba,ADA-LGA02-W006,6,"""2025-11-12T19:27:17.916Z"""
f5500b89-a20e-4145-9107-1c49fa01b9a7,8217d18f-ea7e-4e9c-8b97-67c144595f5a,Mbamoi,ADA-LGA02-W007,7,"""2025-11-12T19:27:18.010Z"""
9194c176-8195-4a68-8cb1-a6b95a3844c6,8217d18f-ea7e-4e9c-8b97-67c144595f5a,Namtari,ADA-LGA02-W008,8,"""2025-11-12T19:27:18.108Z"""
ad2a0224-23b3-4722-af49-d6b5319b9f15,8217d18f-ea7e-4e9c-8b97-67c144595f5a,Ngurore,ADA-LGA02-W009,9,"""2025-11-12T19:27:18.199Z"""
28392557-a78e-41de-8bbd-daf7487e109d,8217d18f-ea7e-4e9c-8b97-67c144595f5a,Toungo,ADA-LGA02-W010,10,"""2025-11-12T19:27:18.290Z"""
b564a2ac-09f4-435f-a3cc-eed5d94c7612,8217d18f-ea7e-4e9c-8b97-67c144595f5a,Yolde Kohi,ADA-LGA02-W011,11,"""2025-11-12T19:27:18.389Z"""
7a111985-3aca-4b73-9c81-5fb0d5f95534,edfc9c09-5b06-4fcf-8b62-9a252475eabe,Aduwa,BOR-GUZ-W001,1,"""2025-11-12T19:27:18.527Z"""
b9f077f1-a336-4aeb-b6f9-b234ca0088fa,edfc9c09-5b06-4fcf-8b62-9a252475eabe,Gudumbali East,BOR-GUZ-W002,2,"""2025-11-12T19:27:18.618Z"""
bb7ecd7d-fff4-42ea-810d-2beb44504ca4,edfc9c09-5b06-4fcf-8b62-9a252475eabe,Gudumbali West,BOR-GUZ-W003,3,"""2025-11-12T19:27:18.708Z"""
f405aadd-448c-4289-a0a1-7beeed365cf0,edfc9c09-5b06-4fcf-8b62-9a252475eabe,Guworam,BOR-GUZ-W004,4,"""2025-11-12T19:27:18.798Z"""
0a2eee89-a432-4e94-89b8-861608dd7f61,edfc9c09-5b06-4fcf-8b62-9a252475eabe,Guzamala East,BOR-GUZ-W005,5,"""2025-11-12T19:27:18.889Z"""
d731d63c-6a9c-41c1-9ba0-d3f923cb6309,edfc9c09-5b06-4fcf-8b62-9a252475eabe,Guzamala West,BOR-GUZ-W006,6,"""2025-11-12T19:27:18.979Z"""
e3dd9fd0-0c74-45a4-81e6-43c833817a5c,edfc9c09-5b06-4fcf-8b62-9a252475eabe,Kingarawa,BOR-GUZ-W007,7,"""2025-11-12T19:27:19.071Z"""
41ba4d0d-8dc4-449d-8e93-ec612ba6419c,edfc9c09-5b06-4fcf-8b62-9a252475eabe,Mairari,BOR-GUZ-W008,8,"""2025-11-12T19:27:19.162Z"""
236de148-e58d-482e-a16b-59b37f484e41,edfc9c09-5b06-4fcf-8b62-9a252475eabe,Moduri,BOR-GUZ-W009,9,"""2025-11-12T19:27:19.253Z"""
8e4067e6-c26e-43a5-9daf-97f2ebc30dba,edfc9c09-5b06-4fcf-8b62-9a252475eabe,Wamiri,BOR-GUZ-W010,10,"""2025-11-12T19:27:19.344Z"""
4480e415-a052-447c-bcdf-995afa29e682,81382fcd-143d-4681-aabc-19c88246bcdc,Afunori,YOB-NGU-W001,1,"""2025-11-12T19:27:19.480Z"""
9c6b2671-594f-41c4-b728-e5d29b3f5a1b,81382fcd-143d-4681-aabc-19c88246bcdc,Bulabulin,YOB-NGU-W002,2,"""2025-11-12T19:27:19.580Z"""
8592eb00-40ea-4b39-bd2f-c7627b2f9f9d,81382fcd-143d-4681-aabc-19c88246bcdc,Bulanguwa,YOB-NGU-W003,3,"""2025-11-12T19:27:19.691Z"""
5f961f6e-88f6-4882-80d4-973660002555,81382fcd-143d-4681-aabc-19c88246bcdc,Dabule,YOB-NGU-W004,4,"""2025-11-12T19:27:19.782Z"""
3d976839-9119-44aa-a9f3-bd10b7aa9585,81382fcd-143d-4681-aabc-19c88246bcdc,Dumsai,YOB-NGU-W005,5,"""2025-11-12T19:27:19.873Z"""
3d82e036-607e-4a56-b4c8-e3d40ee8f217,81382fcd-143d-4681-aabc-19c88246bcdc,Hausari,YOB-NGU-W006,6,"""2025-11-12T19:27:19.965Z"""
7ce01803-3200-4258-af16-e85e5bc8b0d9,81382fcd-143d-4681-aabc-19c88246bcdc,Kanuri,YOB-NGU-W007,7,"""2025-11-12T19:27:20.057Z"""
c56d2e38-3f7a-4e16-a712-31ba814e7bea,81382fcd-143d-4681-aabc-19c88246bcdc,Maja Kura,YOB-NGU-W008,8,"""2025-11-12T19:27:20.147Z"""
65d7a597-8699-4746-a0b0-b582c2d17712,81382fcd-143d-4681-aabc-19c88246bcdc,Ngarbi,YOB-NGU-W009,9,"""2025-11-12T19:27:20.237Z"""
5ac55d54-06a1-4298-bcc7-25b5b587ba74,81382fcd-143d-4681-aabc-19c88246bcdc,Nglaiwa,YOB-NGU-W010,10,"""2025-11-12T19:27:20.328Z"""
65ac98e9-3d2c-4c73-87cc-d6cce5fdbb72,2f9fb7c4-4f24-4937-8f8e-31e5fee85624,Afuye,BOR-DIK-W001,1,"""2025-11-12T19:27:20.465Z"""
8308fa31-a377-4eea-b7e3-2ee11d45d4ce,2f9fb7c4-4f24-4937-8f8e-31e5fee85624,Boboshe,BOR-DIK-W002,2,"""2025-11-12T19:27:20.557Z"""
d88537a2-b53c-4cd4-a43e-04c385983d21,2f9fb7c4-4f24-4937-8f8e-31e5fee85624,Dikwa,BOR-DIK-W003,3,"""2025-11-12T19:27:20.654Z"""
b2fc1ab0-fd8f-4ed4-aa41-d1f2b3180285,2f9fb7c4-4f24-4937-8f8e-31e5fee85624,Gajibo,BOR-DIK-W004,4,"""2025-11-12T19:27:20.746Z"""
97c25110-fc4b-49b4-a8cd-076bfb6a4115,2f9fb7c4-4f24-4937-8f8e-31e5fee85624,M. Kaza,BOR-DIK-W005,5,"""2025-11-12T19:27:20.849Z"""
fbd10a01-c61d-4dcb-81af-ebbaa8cc93bb,2f9fb7c4-4f24-4937-8f8e-31e5fee85624,M. Maja,BOR-DIK-W006,6,"""2025-11-12T19:27:20.940Z"""
a229dce1-6165-4314-9028-fca0091e4b76,2f9fb7c4-4f24-4937-8f8e-31e5fee85624,Margata,BOR-DIK-W007,7,"""2025-11-12T19:27:21.033Z"""
32c0998e-d2c1-402f-a51a-298740f43b96,2f9fb7c4-4f24-4937-8f8e-31e5fee85624,Muliye,BOR-DIK-W008,8,"""2025-11-12T19:27:21.124Z"""
3980e919-7923-4c3e-a7c6-5b73b8ecd3a8,2f9fb7c4-4f24-4937-8f8e-31e5fee85624,Ngudoram,BOR-DIK-W009,9,"""2025-11-12T19:27:21.216Z"""
9d8743de-4fbe-43bc-8216-5a4e1da28758,2f9fb7c4-4f24-4937-8f8e-31e5fee85624,Ufaye,BOR-DIK-W010,10,"""2025-11-12T19:27:21.307Z"""
a068baba-80a2-48b5-8ce5-124b8059b53d,dc6088ae-895b-4aa5-b504-b28058d7a64a,Ajigin A,BOR-DAM-W001,1,"""2025-11-12T19:27:21.445Z"""
3f547afd-756e-4b79-967f-f06eedea0ea6,dc6088ae-895b-4aa5-b504-b28058d7a64a,Ajigin B,BOR-DAM-W002,2,"""2025-11-12T19:27:21.539Z"""
cf9e594d-0fbe-439b-8bea-6f0a0576ca40,dc6088ae-895b-4aa5-b504-b28058d7a64a,Azir Multe,BOR-DAM-W003,3,"""2025-11-12T19:27:21.632Z"""
536b2345-cab7-4ef8-85fd-bc5bf04aae2d,dc6088ae-895b-4aa5-b504-b28058d7a64a,Bego,BOR-DAM-W004,4,"""2025-11-12T19:27:21.724Z"""
1e1135e6-a493-4152-8361-c51e251ac0ef,dc6088ae-895b-4aa5-b504-b28058d7a64a,Damboa Central,BOR-DAM-W005,5,"""2025-11-12T19:27:21.815Z"""
2c0ac2a1-1f1c-474c-918c-010d6ec4f1c3,dc6088ae-895b-4aa5-b504-b28058d7a64a,Gumsuri,BOR-DAM-W006,6,"""2025-11-12T19:27:21.908Z"""
e2d3b87c-fa27-47e2-804e-f688e5e8aa65,dc6088ae-895b-4aa5-b504-b28058d7a64a,Kafa Mafi,BOR-DAM-W007,7,"""2025-11-12T19:27:21.999Z"""
bc1a74d5-f66d-4256-ae8b-ad35410337c1,dc6088ae-895b-4aa5-b504-b28058d7a64a,Mulgo Kopchi,BOR-DAM-W008,8,"""2025-11-12T19:27:22.091Z"""
96b22c7f-b917-4952-8f84-73e64e6c2cb7,dc6088ae-895b-4aa5-b504-b28058d7a64a,Nzuda Wuyaram,BOR-DAM-W009,9,"""2025-11-12T19:27:22.182Z"""
149d573b-1d48-4e1e-a644-2eb9bd39ca57,dc6088ae-895b-4aa5-b504-b28058d7a64a,Wawa Korode,BOR-DAM-W010,10,"""2025-11-12T19:27:22.272Z"""
e4fd3d3b-a223-471d-8560-4d5e6c0977d4,d37bcefb-2363-499d-bbe6-ca5b689e989b,Ajiri,BOR-LGA03-W001,1,"""2025-11-12T19:27:22.408Z"""
195740f7-cb6d-48da-ae38-833cc4455a3f,d37bcefb-2363-499d-bbe6-ca5b689e989b,Dalori,BOR-LGA03-W003,3,"""2025-11-12T19:27:22.544Z"""
0493de1f-c1d9-46ef-8a67-900d04d51def,d37bcefb-2363-499d-bbe6-ca5b689e989b,Dalwa,BOR-LGA03-W004,4,"""2025-11-12T19:27:22.634Z"""
03eaded2-ca52-46e4-9a6d-9189d46e6453,d37bcefb-2363-499d-bbe6-ca5b689e989b,Jakana,BOR-LGA03-W005,5,"""2025-11-12T19:27:22.726Z"""
c7aab635-ab74-4562-99ae-ec5a0a2c057c,d37bcefb-2363-499d-bbe6-ca5b689e989b,Kawuri,BOR-LGA03-W006,6,"""2025-11-12T19:27:22.818Z"""
92c912ad-b787-403c-bd8e-c9126b7d209f,d37bcefb-2363-499d-bbe6-ca5b689e989b,Malari,BOR-LGA03-W008,8,"""2025-11-12T19:27:22.954Z"""
0f00e9d9-7be2-4814-9f1d-ae48e1be71a1,d37bcefb-2363-499d-bbe6-ca5b689e989b,Yabal,BOR-LGA03-W009,9,"""2025-11-12T19:27:23.047Z"""
84510643-bbf1-4f71-a691-6e3ca608b107,d37bcefb-2363-499d-bbe6-ca5b689e989b,Yajiwa,BOR-LGA03-W010,10,"""2025-11-12T19:27:23.139Z"""
a48cee96-75ce-4671-828f-5895b5c29bef,d37bcefb-2363-499d-bbe6-ca5b689e989b,Yale,BOR-LGA03-W011,11,"""2025-11-12T19:27:23.239Z"""
57d600a6-f573-4dfa-8e9c-e7cb0cd76a3c,d9ec29e4-69cd-403f-9cdc-b8fddba660aa,Ajiri,BOR-MAF-W001,1,"""2025-11-12T19:27:23.373Z"""
d04a5d03-1871-4de6-9227-b499a1a1bfd3,d9ec29e4-69cd-403f-9cdc-b8fddba660aa,Gawa,BOR-MAF-W002,2,"""2025-11-12T19:27:23.464Z"""
5c24848a-8b4c-406b-ad35-3c92405b6a30,d9ec29e4-69cd-403f-9cdc-b8fddba660aa,Koshebe,BOR-MAF-W003,3,"""2025-11-12T19:27:23.555Z"""
66ce5916-43f2-4143-9495-c12dc71c290c,d9ec29e4-69cd-403f-9cdc-b8fddba660aa,Lege,BOR-MAF-W004,4,"""2025-11-12T19:27:23.646Z"""
bdaa017f-aeee-4733-b6ad-022e992f5e54,d9ec29e4-69cd-403f-9cdc-b8fddba660aa,Limanti,BOR-MAF-W005,5,"""2025-11-12T19:27:23.737Z"""
aff31dd9-54f6-4ba4-b657-60489856fd21,d9ec29e4-69cd-403f-9cdc-b8fddba660aa,Loskuri,BOR-MAF-W006,6,"""2025-11-12T19:27:23.829Z"""
4714c086-2dd8-4de4-980d-e385d1c3babf,d9ec29e4-69cd-403f-9cdc-b8fddba660aa,Ma'Afa,BOR-MAF-W007,7,"""2025-11-12T19:27:23.919Z"""
2be399be-c58c-4659-8b36-fd501d56c25f,d9ec29e4-69cd-403f-9cdc-b8fddba660aa,Mafa,BOR-MAF-W008,8,"""2025-11-12T19:27:24.015Z"""
18dbb0bf-58d5-4a86-a632-e674c3326045,d9ec29e4-69cd-403f-9cdc-b8fddba660aa,Masu,BOR-MAF-W009,9,"""2025-11-12T19:27:24.113Z"""
293ec9d6-bc7b-4114-bd17-bc6b6cbf7f02,d9ec29e4-69cd-403f-9cdc-b8fddba660aa,Mujigine,BOR-MAF-W010,10,"""2025-11-12T19:27:24.206Z"""
c908ca8a-0856-4bad-a941-fe5cb4e54d9c,d9ec29e4-69cd-403f-9cdc-b8fddba660aa,Tamsu Ngamdua,BOR-MAF-W011,11,"""2025-11-12T19:27:24.298Z"""
f0185e9d-3e19-4a02-8de3-2840d456ec26,d9ec29e4-69cd-403f-9cdc-b8fddba660aa,Zangebe,BOR-MAF-W012,12,"""2025-11-12T19:27:24.389Z"""
98056da0-3576-456d-ab15-4c61f716af00,c823f6d7-3b4b-492c-a854-0b28c846d637,Ajiya,ADA-LGA01-W001,1,"""2025-11-12T19:27:24.527Z"""
d64fa0c4-5f84-4a9a-b5e8-10e291aee6df,c823f6d7-3b4b-492c-a854-0b28c846d637,Alkalawa,ADA-LGA01-W002,2,"""2025-11-12T19:27:24.617Z"""
d9de033d-cb21-4f08-a325-225fc756d9d1,c823f6d7-3b4b-492c-a854-0b28c846d637,Gwadabawa,ADA-LGA01-W004,4,"""2025-11-12T19:27:24.753Z"""
24f650d9-4a82-4cac-99c1-c9ab80b8880a,c823f6d7-3b4b-492c-a854-0b28c846d637,Jambutu,ADA-LGA01-W005,5,"""2025-11-12T19:27:24.844Z"""
1bbbbe88-e7bb-4765-a4e1-3ed493facefe,c823f6d7-3b4b-492c-a854-0b28c846d637,Karewa,ADA-LGA01-W006,6,"""2025-11-12T19:27:24.935Z"""
d69a90d0-68c4-4cab-bb2f-27842707bd85,c823f6d7-3b4b-492c-a854-0b28c846d637,Limawa,ADA-LGA01-W007,7,"""2025-11-12T19:27:25.027Z"""
5c62c4d9-88fe-4389-b41d-a179060cde42,c823f6d7-3b4b-492c-a854-0b28c846d637,Luggere,ADA-LGA01-W008,8,"""2025-11-12T19:27:25.118Z"""
9ad931ef-99ab-4537-ace3-92a1f1163e1c,c823f6d7-3b4b-492c-a854-0b28c846d637,Nassarawo,ADA-LGA01-W009,9,"""2025-11-12T19:27:25.207Z"""
87c8d02a-513d-48ad-afc6-96efe4f65e06,c823f6d7-3b4b-492c-a854-0b28c846d637,Rumde,ADA-LGA01-W010,10,"""2025-11-12T19:27:25.304Z"""
98959365-610f-4c1f-a519-4618aaebe664,c823f6d7-3b4b-492c-a854-0b28c846d637,Yelwa,ADA-LGA01-W011,11,"""2025-11-12T19:27:25.395Z"""
eaff1aa0-94a7-4c44-b5d4-5a61e1bda763,854d294d-5267-4699-a26d-594aafb16892,Alagarno,BOR-KUK-W001,1,"""2025-11-12T19:27:25.532Z"""
26335895-d645-4d8e-8982-fb08801cebef,854d294d-5267-4699-a26d-594aafb16892,Baga,BOR-KUK-W002,2,"""2025-11-12T19:27:25.622Z"""
e471829b-fa21-43f7-a40b-f573b0860f6a,854d294d-5267-4699-a26d-594aafb16892,Barwati,BOR-KUK-W003,3,"""2025-11-12T19:27:25.712Z"""
5af3ac76-0b82-4fa3-be04-922b653d40ee,854d294d-5267-4699-a26d-594aafb16892,Bundur,BOR-KUK-W004,4,"""2025-11-12T19:27:25.806Z"""
200f30a8-b214-4cb9-a96f-c142363284b1,854d294d-5267-4699-a26d-594aafb16892,Dogoshi,BOR-KUK-W005,5,"""2025-11-12T19:27:25.900Z"""
d266c6a3-c424-4b16-aae3-f74a1fe464ea,854d294d-5267-4699-a26d-594aafb16892,Doro,BOR-KUK-W006,6,"""2025-11-12T19:27:25.992Z"""
4c219237-8075-477b-b386-95ef9cdbb7b8,854d294d-5267-4699-a26d-594aafb16892,Kauwa,BOR-KUK-W007,7,"""2025-11-12T19:27:26.081Z"""
679f9556-541c-4df4-98c4-77701c733783,854d294d-5267-4699-a26d-594aafb16892,Kekeno,BOR-KUK-W008,8,"""2025-11-12T19:27:26.172Z"""
6f2a2af3-e655-41e1-b2e7-6808350f9e6a,854d294d-5267-4699-a26d-594aafb16892,Kukawa,BOR-KUK-W009,9,"""2025-11-12T19:27:26.266Z"""
2e4b3b9e-ece6-41bb-96c9-4efecf10b583,854d294d-5267-4699-a26d-594aafb16892,Yoyo,BOR-KUK-W010,10,"""2025-11-12T19:27:26.361Z"""
14a395b1-95c5-4750-8194-a175f5aec055,10fe26f0-1e7f-436f-bd08-e7118a6a26fa,Alagarno,YOB-FUN-W001,1,"""2025-11-12T19:27:26.496Z"""
329fde17-6718-4116-8ab8-558450005608,10fe26f0-1e7f-436f-bd08-e7118a6a26fa,Borno Kiji,YOB-FUN-W002,2,"""2025-11-12T19:27:26.587Z"""
e9e694ae-b98f-43b8-8d66-783b20f61397,10fe26f0-1e7f-436f-bd08-e7118a6a26fa,Damagum A,YOB-FUN-W003,3,"""2025-11-12T19:27:26.678Z"""
e295fdd8-12d5-4186-a604-512dcc4a6b6d,10fe26f0-1e7f-436f-bd08-e7118a6a26fa,Damagum B,YOB-FUN-W004,4,"""2025-11-12T19:27:26.767Z"""
943dc935-60c3-4b60-85ea-3abe28910396,10fe26f0-1e7f-436f-bd08-e7118a6a26fa,Daura A,YOB-FUN-W005,5,"""2025-11-12T19:27:26.858Z"""
2d702096-5bdc-4063-9c52-d82636d85dbe,10fe26f0-1e7f-436f-bd08-e7118a6a26fa,Daura B,YOB-FUN-W006,6,"""2025-11-12T19:27:26.950Z"""
3adf8b78-895c-4786-b486-09394e397bf8,10fe26f0-1e7f-436f-bd08-e7118a6a26fa,Jajere,YOB-FUN-W007,7,"""2025-11-12T19:27:27.041Z"""
8818c627-62d8-4382-9059-f75098c26270,10fe26f0-1e7f-436f-bd08-e7118a6a26fa,Kayeri,YOB-FUN-W008,8,"""2025-11-12T19:27:27.133Z"""
e9af5d17-5366-4241-9ab5-47386ee41881,10fe26f0-1e7f-436f-bd08-e7118a6a26fa,Kollere Kafaje,YOB-FUN-W009,9,"""2025-11-12T19:27:27.230Z"""
3aca4893-fec2-4abf-ba08-01546848857e,10fe26f0-1e7f-436f-bd08-e7118a6a26fa,Marmari Gudugurka,YOB-FUN-W010,10,"""2025-11-12T19:27:27.321Z"""
72e4c303-dad8-424c-976a-d6f401f2d175,10fe26f0-1e7f-436f-bd08-e7118a6a26fa,Mashio,YOB-FUN-W011,11,"""2025-11-12T19:27:27.411Z"""
9214720d-1aa3-413d-b9be-a992ebbc9237,10fe26f0-1e7f-436f-bd08-e7118a6a26fa,Ngelzarma A,YOB-FUN-W012,12,"""2025-11-12T19:27:27.503Z"""
5ac425e7-7bdf-4816-96ca-603b2789f58e,10fe26f0-1e7f-436f-bd08-e7118a6a26fa,Ngelzarma B,YOB-FUN-W013,13,"""2025-11-12T19:27:27.593Z"""
7c9f6d81-6993-4ce1-add8-3631a8f6c5f0,f0c9c129-31f0-4690-9b15-51df5695dced,Alarge,BOR-NGAN-W001,1,"""2025-11-12T19:27:27.727Z"""
60b04495-51fa-451e-8ae3-62f938332687,f0c9c129-31f0-4690-9b15-51df5695dced,Badu,BOR-NGAN-W002,2,"""2025-11-12T19:27:27.817Z"""
9c989487-e160-4cef-9823-d7919b6d76a3,f0c9c129-31f0-4690-9b15-51df5695dced,Damaram,BOR-NGAN-W003,3,"""2025-11-12T19:27:27.907Z"""
873d121e-fa48-4d61-8059-3499d356d269,f0c9c129-31f0-4690-9b15-51df5695dced,Gadai,BOR-NGAN-W004,4,"""2025-11-12T19:27:27.998Z"""
90851d99-8ad6-46f4-938c-650eb79eb02d,f0c9c129-31f0-4690-9b15-51df5695dced,Gajiram,BOR-NGAN-W005,5,"""2025-11-12T19:27:28.097Z"""
f73cad69-5d5f-42e1-9559-696ab94d8e79,f0c9c129-31f0-4690-9b15-51df5695dced,Jigalta,BOR-NGAN-W006,6,"""2025-11-12T19:27:28.189Z"""
5ddd0a5b-1ec4-42ab-81e4-2950a27f2019,f0c9c129-31f0-4690-9b15-51df5695dced,Kuda,BOR-NGAN-W007,7,"""2025-11-12T19:27:28.280Z"""
59b0e1a1-f4b3-4d74-97b9-4cd46393e127,f0c9c129-31f0-4690-9b15-51df5695dced,Kurnawa,BOR-NGAN-W008,8,"""2025-11-12T19:27:28.372Z"""
7a33a212-ddd4-49a7-9807-068dd133f325,f0c9c129-31f0-4690-9b15-51df5695dced,Maiwa,BOR-NGAN-W009,9,"""2025-11-12T19:27:28.463Z"""
c0d7fc5d-1036-4474-a830-31e6f5c588b8,f0c9c129-31f0-4690-9b15-51df5695dced,Miye,BOR-NGAN-W010,10,"""2025-11-12T19:27:28.553Z"""
1e3869c1-fe73-427d-960f-e0edcdf59aa6,f0c9c129-31f0-4690-9b15-51df5695dced,Sabsabuwa,BOR-NGAN-W011,11,"""2025-11-12T19:27:28.644Z"""
6d8bc183-419c-4b18-aeeb-3fa53974f3f4,f0c9c129-31f0-4690-9b15-51df5695dced,Sugundare,BOR-NGAN-W012,12,"""2025-11-12T19:27:28.739Z"""
2a978426-b2cb-4409-9581-8ffb9e56dc2a,885ca680-5fe4-441a-9f31-4860fa9642a3,Alau,BOR-LGA02-W001,1,"""2025-11-12T19:27:28.876Z"""
350522f5-5889-4e41-b3fa-1de414b241fc,885ca680-5fe4-441a-9f31-4860fa9642a3,Dala,BOR-LGA02-W002,2,"""2025-11-12T19:27:28.968Z"""
2ae03b06-ea5a-43e5-89d2-6c908488cb32,885ca680-5fe4-441a-9f31-4860fa9642a3,Dusuma,BOR-LGA02-W003,3,"""2025-11-12T19:27:29.058Z"""
